Sección	Palabra/Frase	Detalles
Términos Específicos	Las dunas de Coro	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Formaciones de arena en Coro, Venezuela<br><br>• <b>Traducción</b>: The dunes of Coro<br><br>• <b>Ejemplo</b>: ""Visitamos las dunas de Coro durante nuestro viaje"" (We visited the dunes of Coro during our trip)</div>"
Expresiones de Tiempo	Madrugar temprano	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Levantarse muy temprano (expresión con cierta redundancia)<br><br>• <b>Traducción</b>: To get up very early (redundant expression)<br><br>• <b>Ejemplo</b>: ""Hay que madrugar temprano para llegar a tiempo"" (We need to get up very early to arrive on time)<br><br>• <b>Nota</b>: ""Madrugar"" ya implica levantarse temprano, por lo que ""madrugar temprano"" enfatiza la idea de hacerlo muy temprano</div>"
Movilidad y Traslados	Nos mudábamos	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Acción en pasado de cambiar de vivienda o ubicación<br><br>• <b>Traducción</b>: We were moving/relocating<br><br>• <b>Tiempo verbal</b>: Pretérito imperfecto (acción habitual o en desarrollo en el pasado)<br><br>• <b>Ejemplo</b>: ""Nos mudábamos cada dos años por el trabajo de mi padre""</div>"
Movilidad y Traslados	Los mudaban / Los trasladaban	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Alguien movía a otras personas de ubicación<br><br>• <b>Traducción</b>: They were moving them / They were transferring them<br><br>• <b>Diferencias</b>:<br> - <b>""Mudar""</b>: Cambiar completamente de ubicación o vivienda<br> - <b>""Trasladar""</b>: Mover de un lugar a otro, no necesariamente permanente<br><br>• <b>Ejemplos</b>:<br> - <i>""Los mudaban a un nuevo edificio tras el incendio""</i><br> - <i>""Los trasladaban en autobús al centro deportivo""</i></div>"
Movilidad y Traslados	Salidas de campo	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Actividad académica o laboral fuera del lugar habitual<br><br>• <b>Traducción</b>: Field trips (academic context)<br><br>• <b>Contexto</b>: Ámbito educativo o profesional con propósito de aprendizaje o investigación<br><br>• <b>Ejemplos</b>:<br> - <i>""Organizaron salidas de campo para estudiar la flora local""</i><br> - <i>""La salida de campo incluyó visitas a tres yacimientos arqueológicos""</i></div>"
Movilidad y Traslados	Excursiones	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Viaje recreativo o educativo de corta duración<br><br>• <b>Traducción</b>: Excursions, field trips<br><br>• <b>Equivalente en inglés</b>: ""Field trips"" (contexto educativo)<br><br>• <b>Ejemplos</b>:<br> - <i>""Las excursiones escolares son muy educativas""</i><br> - <i>""Organizaron una excursión al museo para los estudiantes""</i></div>"
Movilidad y Traslados	El transporte	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Medio para desplazar personas o mercancías<br><br>• <b>Traducción</b>: Transportation<br><br>• <b>Ejemplos</b>:<br> - <i>""El transporte público es eficiente en esta ciudad""</i><br> - <i>""El costo del transporte aumentó este año""</i></div>"
Movilidad y Traslados	Expresiones de costo	"<div style=""text-align: left; width: 100%;"">• <b>""Es el mayor gasto"" (It is the biggest expense)<br><br>• ""El gasto mayor"" (The major expense)<br><br>• ""El mayor"" (The biggest/largest)<br><br>• ""El costo máximo"" (The maximum cost)<br><br>• Ejemplos</b>:<br> - <i>""El transporte es el mayor gasto para muchas familias""</i><br> - <i>""Establecieron el costo máximo por persona""</i></div>"
Expresiones Religiosas	Rogando a Dios	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Pidiendo a Dios con devoción o desesperación<br><br>• <b>Traducción</b>: Begging/praying to God<br><br>• <b>Ejemplo</b>: ""Estaba rogando a Dios que su hijo se recuperara""</div>"
Expresiones Religiosas	Rogar	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Pedir con insistencia y humildad<br><br>• <b>Traducción</b>: To beg, to plead<br><br>• <b>Ejemplos</b>:<br> - <i>""Le rogué que me perdonara""</i> (I begged him/her to forgive me)<br> - <i>""Te ruego que consideres mi caso""</i> (I beg you to consider my case)</div>"
Expresiones Religiosas	Rezar / Orar	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Dirigirse a una divinidad en oración<br><br>• <b>Traducción</b>: To pray<br><br>• <b>Diferencia</b>:<br> - <b>""Rezar""</b>: Más asociado a oraciones establecidas o rituales<br> - <b>""Orar""</b>: Más asociado a comunicación personal con la divinidad<br><br>• <b>Ejemplos</b>:<br> - <i>""Reza el rosario todas las noches""</i> (He/she prays the rosary every night)<br> - <i>""Ora en silencio antes de dormir""</i> (He/she prays silently before sleeping)</div>"
Expresiones Religiosas	Ruegas a Dios cuando estás en medio del peligro	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: En situaciones de emergencia se tiende a suplicar con intensidad<br><br>• <b>Traducción</b>: You pray/beg God when you are in danger<br><br>• <b>Ejemplo</b>: ""Cuando el avión empezó a sacudirse, todos rogaban a Dios""</div>"
Expresiones Religiosas	Rezas cuando estás en calma	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: La oración como práctica regular en momentos de tranquilidad<br><br>• <b>Traducción</b>: You pray when you are calm<br><br>• <b>Ejemplo</b>: ""Reza cada noche antes de acostarse""</div>"
Términos de Ingeniería	Petróleo	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Sustancia natural compuesta de hidrocarburos<br><br>• <b>Traducción</b>: Petroleum, oil<br><br>• <b>Ejemplo</b>: ""La economía del país depende del petróleo""</div>"
Términos de Ingeniería	Crudo	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Petróleo sin refinar, en estado natural<br><br>• <b>Traducción</b>: Crude oil<br><br>• <b>Ejemplo</b>: ""El precio del crudo ha subido este mes""</div>"
Términos de Ingeniería	Cálculo del diámetro de la tubería	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Determinar la medida del círculo interno de un tubo<br><br>• <b>Traducción</b>: Calculation of pipe diameter<br><br>• <b>Ejemplo</b>: ""El cálculo del diámetro de la tubería es crucial para el flujo adecuado""</div>"
Términos de Ingeniería	Cálculo del espesor del material de la tubería	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Determinar el grosor de la pared del tubo<br><br>• <b>Traducción</b>: Calculation of pipe wall thickness<br><br>• <b>Ejemplo</b>: ""El cálculo del espesor del material de la tubería depende de la presión que soportará""</div>"
Términos de Ingeniería	Espesor vs. Grosor	"<div style=""text-align: left; width: 100%;"">• <b>""Espesor""</b>: Término técnico (thickness - <b>technical term)<br><br>• ""Grosor""</b>: Término cotidiano (thickness - <b>everyday term)<br><br>• Ejemplos</b>:<br> - <i>""El espesor del material determina su resistencia""</i> (contexto técnico)<br> - <i>""El grosor del libro impresiona""</i> (contexto cotidiano)</div>"
Términos de Ingeniería	Las longitudes de tubería están estandarizadas	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Existen medidas normalizadas para la producción de tuberías<br><br>• <b>Traducción</b>: Pipe lengths are standardized<br><br>• <b>Ejemplo</b>: ""Compró tuberías de longitudes estandarizadas para el proyecto""</div>"
Términos de Ingeniería	El tipo de material depende del tipo de fluido a transportar	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: La selección de materiales sigue normas según el contenido<br><br>• <b>Traducción</b>: The type of material depends on the type of fluid to be transported<br><br>• <b>Ejemplo</b>: ""Para transportar ácidos, se seleccionan materiales según estándares específicos""</div>"
Términos de Ingeniería	Datos tabulados	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Información organizada en tablas<br><br>• <b>Traducción</b>: Tabulated data<br><br>• <b>Ejemplos</b>:<br> - <i>""Consultó los datos tabulados de resistencia de materiales""</i><br> - <i>""Todas las constantes aparecen tabuladas en el manual""</i></div>"
Términos de Ingeniería	Modelos matemáticos o ecuaciones	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Representaciones matemáticas de fenómenos físicos<br><br>• <b>Traducción</b>: Mathematical models or equations<br><br>• <b>Ejemplo</b>: ""Desarrollaron modelos matemáticos para predecir el comportamiento del sistema""</div>"
Términos de Ingeniería	Big Data	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Conjuntos de datos extremadamente grandes<br><br>• <b>Traducción</b>: Big Data (same in English)<br><br>• <b>Ejemplo</b>: ""Utilizan técnicas de Big Data para analizar el comportamiento de los consumidores""</div>"
Términos de Ingeniería	Personalizadas	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Adaptadas específicamente a necesidades particulares<br><br>• <b>Traducción</b>: Customized, personalized<br><br>• <b>Ejemplo</b>: ""Desarrollaron soluciones personalizadas para cada cliente""</div>"
Trabajo y Actividad	Trabajan / Trabajar	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Realizar una actividad laboral<br><br>• <b>Traducción</b>: They work / To work<br><br>• <b>Ejemplo</b>: ""Trabajan ocho horas diarias"" (They work eight hours daily)</div>"
Trabajo y Actividad	Camellan / Camellar	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Trabajar arduamente (coloquial)<br><br>• <b>Traducción</b>: To work hard, to labor (colloquial)<br><br>• <b>Uso regional</b>: Colombia, Ecuador y otros países latinoamericanos<br><br>• <b>Ejemplo</b>: ""Camellan todo el día para mantener a su familia""</div>"
Trabajo y Actividad	Elegían juntos	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Proceso de selección realizado en grupo<br><br>• <b>Traducción</b>: They chose together<br><br>• <b>Ejemplo</b>: ""Elegían juntos el destino de las vacaciones""</div>"
Trabajo y Actividad	Asistían en turnos	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Participación alternada en una actividad<br><br>• <b>Traducción</b>: They attended in shifts/turns<br><br>• <b>Ejemplo</b>: ""Asistían en turnos a las reuniones semanales""</div>"
Trabajo y Actividad	Dictaba	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Impartía una clase / Pronunciaba para que alguien escribiera<br><br>• <b>Traducción</b>: He/she taught / He/she dictated<br><br>• <b>Contextos</b>:<br> - <b>Educativo</b>: ""El profesor dictaba la clase"" (The professor taught the class)<br> - <b>Administrativo</b>: ""Le dictaba el texto a su secretaria"" (He/she dictated the text to his/her secretary)</div>"
Materiales Visuales	Pósters / Afiches	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Material gráfico impreso de gran formato para exhibición<br><br>• <b>Traducción</b>: Posters<br><br>• <b>Diferencias regionales</b>:<br> - <b>""Póster""</b>: Término más utilizado en España<br> - <b>""Afiche""</b>: Más común en Latinoamérica<br><br>• <b>Ejemplo</b>: ""Diseñaron afiches para promocionar el evento""</div>"
Materiales Visuales	Letreros / Signs / Carteles	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Elemento con información en espacio público<br><br>• <b>Traducción</b>: Signs<br><br>• <b>Ejemplos</b>:<br> - <i>""Los letreros de tráfico son importantes para la seguridad vial""</i><br> - <i>""Colocaron carteles con instrucciones en toda la oficina""</i></div>"
Materiales Visuales	Jugar con eso	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Manipular algo sin seriedad, experimentar<br><br>• <b>Traducción</b>: To play with that, to mess with that<br><br>• <b>Contextos</b>:<br> - <b>Literal</b>: ""No juegues con eso, es frágil"" (Don't play with that, it's fragile)<br> - <b>Figurado</b>: ""No juegues con sus sentimientos"" (Don't play with his/her feelings)</div>"
Expresiones de Petición	¿Te molesta si...?	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Forma cortés de pedir permiso<br><br>• <b>Traducción</b>: Does it bother you if...?<br><br>• <b>Ejemplo</b>: ""¿Te molesta si dejo la luz encendida un rato más?""</div>"
Expresiones de Petición	¿Te importa si...?	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Alternativa para pedir permiso con cortesía<br><br>• <b>Traducción</b>: Do you mind if...?<br><br>• <b>Ejemplo</b>: ""¿Te importa si dejo la luz encendida un rato más?""</div>"
Expresiones de Petición	¿Está bien si...?	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Petición de consentimiento más directa<br><br>• <b>Traducción</b>: Is it okay if...?<br><br>• <b>Ejemplo</b>: ""¿Está bien si dejo la luz encendida un rato más?""</div>"
Expresiones de Petición	Nos vimos obligados a	"<div style=""text-align: left; width: 100%;"">• <b>Significado</b>: Verse en la necesidad de hacer algo contra la voluntad<br><br>• <b>Traducción</b>: We were forced to<br><br>• <b>Ejemplo</b>: ""Nos vimos obligados a cancelar el evento por la lluvia""</div>"
Expresiones de Petición	"Variaciones de ""verse obligado a"""	"<div style=""text-align: left; width: 100%;"">• ""Me vi obligado/a a"" (I was forced to)<br><br>• ""Se vio obligado/a a"" (He/she was forced to)<br><br>• ""Te viste obligado/a a"" (You were forced to)<br><br>• ""Se vieron obligados/as a"" (They were forced to)<br><br>• ""Nos hemos visto obligados a"" (We have been forced to)<br><br>• ""Me veré obligado/a a"" (I will be forced to)<br><br>• ""Nos sentimos obligados a"" (We felt obliged to)<br><br>• ""Nos encontramos en la obligación de"" (We find ourselves obligated to)<br><br>• ""No tuvimos más remedio que"" (We had no choice but to)<br><br>• ""Nos vimos en la necesidad de"" (We found ourselves in need of)</div>"
