Sección,Palabra/Frase,Detalles
Términos de Ingeniería,Crudo,"• Significado: Petróleo sin refinar, en estado natural<br>• Traducción: Crude oil<br>• Ejemplo: ""El precio del crudo ha subido este mes"""
Términos de Ingeniería,Cálculo del diámetro de la tubería,"• Significado: Determinar la medida del círculo interno de un tubo<br>• Traducción: Calculation of pipe diameter<br>• Ejemplo: ""El cálculo del diámetro de la tubería es crucial para el flujo adecuado"""
Términos de Ingeniería,Cálculo del espesor del material de la tubería,"• Significado: Determinar el grosor de la pared del tubo<br>• Traducción: Calculation of pipe wall thickness<br>• Ejemplo: ""El cálculo del espesor del material de la tubería depende de la presión que soportará"""
Términos de Ingeniería,Espesor vs. Grosor,"• ""Espesor"": Término técnico (thickness - technical term)<br>• ""Grosor"": Término cotidiano (thickness - everyday term)<br>• Ejemplos:<br> - ""El espesor del material determina su resistencia"" (contexto técnico)<br> - ""El grosor del libro impresiona"" (contexto cotidiano)"
Términos de Ingeniería,Las longitudes de tubería están estandarizadas,"• Significado: Existen medidas normalizadas para la producción de tuberías<br>• Traducción: Pipe lengths are standardized<br>• Ejemplo: ""Compró tuberías de longitudes estandarizadas para el proyecto"""
Términos de Ingeniería,El tipo de material depende del tipo de fluido a transportar,"• Significado: La selección de materiales sigue normas según el contenido<br>• Traducción: The type of material depends on the type of fluid to be transported<br>• Ejemplo: ""Para transportar ácidos, se seleccionan materiales según estándares específicos"""
Términos de Ingeniería,Datos tabulados,"• Significado: Información organizada en tablas<br>• Traducción: Tabulated data<br>• Ejemplos:<br> - ""Consultó los datos tabulados de resistencia de materiales""<br> - ""Todas las constantes aparecen tabuladas en el manual"""
Términos de Ingeniería,Modelos matemáticos o ecuaciones,"• Significado: Representaciones matemáticas de fenómenos físicos<br>• Traducción: Mathematical models or equations<br>• Ejemplo: ""Desarrollaron modelos matemáticos para predecir el comportamiento del sistema"""
Términos de Ingeniería,Big Data,"• Significado: Conjuntos de datos extremadamente grandes<br>• Traducción: Big Data (same in English)<br>• Ejemplo: ""Utilizan técnicas de Big Data para analizar el comportamiento de los consumidores"""
Términos de Ingeniería,Personalizadas,"• Significado: Adaptadas específicamente a necesidades particulares<br>• Traducción: Customized, personalized<br>• Ejemplo: ""Desarrollaron soluciones personalizadas para cada cliente"""
Trabajo y Actividad,Trabajan / Trabajar,"• Significado: Realizar una actividad laboral<br>• Traducción: They work / To work<br>• Ejemplo: ""Trabajan ocho horas diarias"" (They work eight hours daily)"
Trabajo y Actividad,Camellan / Camellar,"• Significado: Trabajar arduamente (coloquial)<br>• Traducción: To work hard, to labor (colloquial)<br>• Uso regional: Colombia, Ecuador y otros países latinoamericanos<br>• Ejemplo: ""Camellan todo el día para mantener a su familia"""
Trabajo y Actividad,Elegían juntos,"• Significado: Proceso de selección realizado en grupo<br>• Traducción: They chose together<br>• Ejemplo: ""Elegían juntos el destino de las vacaciones"""
Trabajo y Actividad,Asistían en turnos,"• Significado: Participación alternada en una actividad<br>• Traducción: They attended in shifts/turns<br>• Ejemplo: ""Asistían en turnos a las reuniones semanales"""
Trabajo y Actividad,Dictaba,"• Significado: Impartía una clase / Pronunciaba para que alguien escribiera<br>• Traducción: He/she taught / He/she dictated<br>• Contextos:<br> - Educativo: ""El profesor dictaba la clase"" (The professor taught the class)<br> - Administrativo: ""Le dictaba el texto a su secretaria"" (He/she dictated the text to his/her secretary)"
Materiales Visuales,Pósters / Afiches,"• Significado: Material gráfico impreso de gran formato para exhibición<br>• Traducción: Posters<br>• Diferencias regionales:<br> - ""Póster"": Término más utilizado en España<br> - ""Afiche"": Más común en Latinoamérica<br>• Ejemplo: ""Diseñaron afiches para promocionar el evento"""
Materiales Visuales,Letreros / Signs / Carteles,"• Significado: Elemento con información en espacio público<br>• Traducción: Signs<br>• Ejemplos:<br> - ""Los letreros de tráfico son importantes para la seguridad vial""<br> - ""Colocaron carteles con instrucciones en toda la oficina"""
Materiales Visuales,Jugar con eso,"• Significado: Manipular algo sin seriedad, experimentar<br>• Traducción: To play with that, to mess with that<br>• Contextos:<br> - Literal: ""No juegues con eso, es frágil"" (Don't play with that, it's fragile)<br> - Figurado: ""No juegues con sus sentimientos"" (Don't play with his/her feelings)"
Expresiones de Petición,¿Te molesta si...?,"• Significado: Forma cortés de pedir permiso<br>• Traducción: Does it bother you if...?<br>• Ejemplo: ""¿Te molesta si dejo la luz encendida un rato más?"""
Expresiones de Petición,¿Te importa si...?,"• Significado: Alternativa para pedir permiso con cortesía<br>• Traducción: Do you mind if...?<br>• Ejemplo: ""¿Te importa si dejo la luz encendida un rato más?"""
Expresiones de Petición,¿Está bien si...?,"• Significado: Petición de consentimiento más directa<br>• Traducción: Is it okay if...?<br>• Ejemplo: ""¿Está bien si dejo la luz encendida un rato más?"""
Expresiones de Petición,Nos vimos obligados a,"• Significado: Verse en la necesidad de hacer algo contra la voluntad<br>• Traducción: We were forced to<br>• Ejemplo: ""Nos vimos obligados a cancelar el evento por la lluvia"""
Expresiones de Petición,"Variaciones de ""verse obligado a""","• ""Me vi obligado/a a"" (I was forced to)<br>• ""Se vio obligado/a a"" (He/she was forced to)<br>• ""Te viste obligado/a a"" (You were forced to)<br>• ""Se vieron obligados/as a"" (They were forced to)<br>• ""Nos hemos visto obligados a"" (We have been forced to)<br>• ""Me veré obligado/a a"" (I will be forced to)<br>• ""Nos sentimos obligados a"" (We felt obliged to)<br>• ""Nos encontramos en la obligación de"" (We find ourselves obligated to)<br>• ""No tuvimos más remedio que"" (We had no choice but to)<br>• ""Nos vimos en la necesidad de"" (We found ourselves in need of)"
Expresiones de Petición,Debo vs. Me toca,"• ""Debo"": Deber moral o responsabilidad (I must/should - moral duty)<br>• ""Me toca"": Turno o correspondencia (It's my turn to - rotation)<br>• Ejemplos:<br> - ""Debo terminar este informe hoy"" (obligación personal)<br> - ""Me toca lavar los platos esta noche"" (turno establecido)"
Expresiones Temporales,Ya se veía venir,"• Significado: Era previsible, se podía anticipar<br>• Traducción: It was foreseeable, you could see it coming<br>• Ejemplo: ""Ya se veía venir la crisis económica"""
Expresiones Temporales,Ya era hora,"• Significado: Algo debería haber ocurrido antes<br>• Traducción: It's about time, it was about time<br>• Ejemplo: ""¡Ya era hora de que terminaran las obras!"""
Expresiones Temporales,A partir de,"• Significado: Desde un punto temporal o temático en adelante<br>• Traducción: From, starting from<br>• Usos:<br> - Temporal: ""A partir de mañana, comenzaré a hacer ejercicio"" (Starting tomorrow)<br> - Temático: ""A partir de este tema, exploraremos nuevos conceptos"" (From this topic)"
Expresiones Temporales,Retrasado/Retrasada,"• Significado: Ocurre tarde / Persona que llega tarde<br>• Traducción: Delayed / Late<br>• Ejemplo: ""El tren llega retrasado"" (The train is arriving late)"
Expresiones Temporales,Estancamiento/Estancar,"• Significado: Detener el progreso o avance<br>• Traducción: Stagnation/To stagnate, to halt progress<br>• Ejemplo: ""El proyecto se estancó por falta de fondos"""
Expresiones de Opinión,Me parece falso/mentira,"• Significado: Expresión de incredulidad o desconfianza<br>• Traducción: It seems false to me/I can't believe it<br>• Ejemplo: ""Me parece mentira que hayan terminado el proyecto tan rápido"""
Expresiones de Opinión,Engañoso/a,"• Significado: Algo que induce a error o confusión<br>• Traducción: Misleading, deceptive<br>• Ejemplo: ""La publicidad es engañosa, el producto no funciona como prometen"""
Expresiones de Opinión,Qué hizo que el examen fuera más difícil,"• Significado: Pregunta sobre factores que aumentaron la dificultad<br>• Traducción: What made the exam more difficult<br>• Ejemplo: ""¿Qué hizo que el examen fuera más difícil este año?"""
Variantes Regionales,Vos = tú,• Significado: Segunda persona singular en español rioplatense<br>• Traducción: You (singular)<br>• Uso: Argentina y otros países latinoamericanos
Variantes Regionales,"Conjugación con ""vos""","• Ser: ""vos sos"" (you are) vs. ""tú eres""<br>• Tener: ""vos tenés"" (you have) vs. ""tú tienes""<br>• Saber: ""vos sabés"" (you know) vs. ""tú sabes""<br>• Querer: ""vos querés"" (you want) vs. ""tú quieres"""
Variantes Regionales,"Uso de ""vos"" con posesivos","• Con ""vos"" se usan: ""te"", ""tu"", ""tus"", ""tuyo/a"" (not ""os"", ""vuestro"", etc.)<br>• Ejemplos:<br> - ""Vos y tu hermano"" (You and your brother)<br> - ""Te vi ayer"" (I saw you yesterday)"
Variantes Regionales,Pronunciación de Ll/Y en Argentina,"• Característica: Sonido ""sh"" (/ʃ/) para ""ll"" y ""y""<br>• Ejemplo: ""Llego"" pronunciado como ""shego""<br>• Fenómeno: ""Sheísmo"" o ""yeísmo rehilado"""
Variantes Regionales,Vocabulario argentino: Indumentaria,"• ""Pulóver"" / ""Buzo"": Suéter, jersey (sweater)<br>• Ejemplo: ""Llevá un buzo que va a hacer frío"""
Variantes Regionales,Vocabulario argentino: Dinero,"• ""Biyuya"": Money (colloquial)<br>• Ejemplo: ""No tengo biyuya para salir este fin de semana"""
Variantes Regionales,Vocabulario argentino: Personas,"• ""Pibe"" / ""Piba"": Chico/a, joven (kid, young person)<br>• Ejemplo: ""Los pibes están jugando en la plaza"""
Variantes Regionales,Vocabulario argentino: Estados,"• ""Fiaca"": Pereza, desgana (laziness)<br>• Ejemplo: ""Hoy tengo fiaca, no quiero salir de casa"""
Variantes Regionales,Vocabulario argentino: Situaciones,"• ""Cambalache"": Desorden, confusión (mess, chaos)<br>• Ejemplo: ""La habitación es un cambalache"""
Variantes Regionales,Vocabulario argentino: Autenticidad,"• ""Trucho/a"": Falso, de mala calidad (fake, low quality)<br>• Ejemplo: ""El reloj que compré es trucho""<br>• ""Hacerse el trucha"": Hacerse el listo (to act smart)"
Variantes Regionales,Vocabulario argentino: Tecnología,"• ""Auriculares"": Headphones (Argentina)<br>• ""Audífonos"": Headphones (otros países hispanohablantes)<br>• Ejemplo: ""Me compré unos auriculares nuevos"""
Variantes Regionales,Vocabulario argentino: Gastronomía,"• ""Un Feca"": Un café (coffee)<br>• Ejemplo: ""Vamos a tomar un feca"""
Términos Educativos,Jardín de infantes/Jardín,"• Significado: Nivel educativo para niños de 3-5 años<br>• Traducción: Kindergarten, preschool<br>• Ejemplo: ""Mi hijo va al jardín de infantes"""
Términos Educativos,Colonias de natación,"• Significado: Programas intensivos de natación en vacaciones<br>• Traducción: Swimming camps/schools<br>• Ejemplo: ""En verano asistía a las colonias de natación"""
Términos Educativos,Éramos chicas,"• Significado: Expresión de juventud pasada (femenino)<br>• Traducción: We were young girls<br>• Ejemplo: ""Cuando éramos chicas, jugábamos en la plaza"""
Términos Educativos,Cobro/Cobrar,"• Significado: Recaudación de pagos por servicios<br>• Traducción: Collection/To collect payment<br>• Ejemplo: ""El cobro de la matrícula es en secretaría"""
Términos Educativos,Directivos,"• Significado: Personal de dirección en institución educativa<br>• Traducción: Administrators, directors<br>• Ejemplo: ""Los directivos decidieron suspender las clases"""
Términos Educativos,Promedio,"• Significado: Media aritmética de calificaciones<br>• Traducción: Average, grade point average<br>• Ejemplo: ""Necesito un ocho para mantener el promedio"""
Términos Educativos,Tacha,"• Significado: Marca que indica error o ausencia<br>• Traducción: Cross-out, mark<br>• Ejemplo: ""El profesor puso una tacha en mi respuesta incorrecta"""
